EVENT_TYPE,TOKEN,QUERY_RELATIVE_POSITION,TOTAL_QUERY_COUNT,TOKEN_RATIO_BEFORE_AFTER_EVENT
Tornado,body,Before,7700,0.000905680226425
Tornado,bay,After,7634,0.000944135359873
Tornado,washington,After,7620,0.000942403909121
Tornado,desert,After,7609,0.000941043483531
Tornado,map,After,7607,0.000940796133423
Tornado,oregon,Before,7592,0.000892977179093
Tornado,london,After,7592,0.000938941007618
Tornado,sale,Before,7564,0.000889683796452
Tornado,kcci,After,7524,0.000930531103967
Tornado,weatherbug,Before,7520,0.000884508480872
Tornado,conditions,After,7429,0.000918781973866
Tornado,miami,After,7408,0.000916184797739
Tornado,free,After,7347,0.000908640619464
Tornado,spring,Before,7338,0.000863101493702
Tornado,doors,Before,7333,0.000862513389659
Tornado,springs,Before,7330,0.000862160527233
Tornado,snowy,Before,7246,0.000852280379308
Tornado,damage,Before,7245,0.0008521627585
Tornado,island,After,7224,0.00089342858786
Tornado,washington,Before,7077,0.00083240246265
Tornado,virginia,After,7037,0.00087030135282
Tornado,free,Before,7026,0.00082640380141
Tornado,high,Before,6969,0.000819699415319
Tornado,north,After,6958,0.000860531023578
Tornado,history,After,6936,0.000857810172397
Tornado,case,Before,6908,0.000812524545993
Tornado,ashes,Before,6843,0.000804879193432
Tornado,palm,Before,6813,0.000801350569173
Tornado,bankers,After,6803,0.000841361390256
Tornado,cream,After,6793,0.000840124639719
Tornado,cancun,After,6785,0.00083913523929
Tornado,noaa,After,6762,0.000836290713055
Tornado,spring,After,6759,0.000835919687894
Tornado,bay,Before,6727,0.000791235179631
Tornado,illinois,After,6705,0.000829241234994
Tornado,ashes,After,6694,0.000827880809404
Tornado,tennessee,Before,6692,0.000787118451329
Tornado,sunnyvale,After,6653,0.000822810132202
Tornado,forecasts,After,6645,0.000821820731773
Tornado,april,After,6629,0.000819841930914
Tornado,palm,After,6624,0.000819223555645
Tornado,south,Before,6599,0.000776179716127
Tornado,michigan,After,6573,0.000812916127907
Tornado,radio,After,6573,0.000812916127907
Tornado,forest,Before,6532,0.000768299121949
Tornado,shutters,After,6529,0.000807474425545
Tornado,michigan,Before,6492,0.000763594289604
Tornado,thunderbirds,Before,6456,0.000759359940493
Tornado,cloudy,After,6450,0.000797704096303
Tornado,atlanta,After,6439,0.000796343670713
Tornado,hot,After,6416,0.000793499144478
Tornado,colds,Before,6386,0.000751126483889
Tornado,virginia,Before,6379,0.000750303138229
Tornado,cafe,Before,6376,0.000749950275803
Tornado,coldstone,After,6338,0.00078385249029
Tornado,sale,After,6309,0.000780265913733
Tornado,ice,After,6231,0.000770619259545
Tornado,state,After,6221,0.000769382509008
Tornado,news,After,6218,0.000769011483847
Tornado,april,Before,6162,0.000724779422757
Tornado,little,After,6154,0.000761096280411
Tornado,west,After,6136,0.000758870129444
Tornado,snowmobiles,Before,6121,0.000719956969603
Tornado,does,Before,6101,0.000717604553431
Tornado,canada,After,6075,0.000751325951169
Tornado,monthly,Before,6054,0.000712076375425
Tornado,club,Before,6052,0.000711841133808
Tornado,west,Before,6050,0.000711605892191
Tornado,range,After,6035,0.000746378949022
Tornado,parts,Before,6023,0.000708430130358
Tornado,canada,Before,5982,0.000703607677204
Tornado,kansas,After,5971,0.000738463745586
Tornado,map,Before,5940,0.000698667603242
Tornado,frosty,Before,5938,0.000698432361625
Tornado,myrtle,Before,5924,0.000696785670304
Tornado,marine,Before,5901,0.000694080391706
Tornado,sores,Before,5888,0.000692551321193
Tornado,noaa,Before,5886,0.000692316079576
Tornado,park,After,5871,0.000726096240217
Tornado,colorado,Before,5870,0.000690434146638
Tornado,home,Before,5851,0.000688199351274
Tornado,state,Before,5838,0.000686670280762
Tornado,oregon,After,5837,0.000721891288391
Tornado,march,Before,5834,0.000686199797528
Tornado,weatherby,After,5822,0.000720036162586
Tornado,hot,Before,5779,0.000679730653053
Tornado,cancun,Before,5771,0.000678789686584
Tornado,coldstone,Before,5769,0.000678554444967
Tornado,bank,Before,5739,0.000675025820708
Tornado,high,After,5723,0.00070779233227
Tornado,concord,Before,5719,0.000672673404535
Tornado,sores,After,5718,0.000707173957002
Tornado,springfield,After,5717,0.000707050281948
Tornado,hailey,After,5689,0.000703587380445
Tornado,merriweather,Before,5669,0.000666792364104
Tornado,park,Before,5619,0.000660911323673
Tornado,bank,After,5605,0.000693198675935
Tornado,utah,Before,5599,0.0006585589075
Tornado,marine,After,5592,0.000691590900237
Tornado,maui,Before,5590,0.000657500320223
Tornado,shutters,Before,5580,0.000656324112136
Tornado,australia,After,5571,0.000688993724109
Tornado,king,After,5566,0.000688375348841
Tornado,wilma,After,5544,0.00068565449766
Tornado,intake,After,5542,0.000685407147552
Tornado,home,After,5511,0.000681573220888
Tornado,cream,Before,5492,0.000645973480977
Tornado,march,After,5423,0.000670689816163
Tornado,snowboards,Before,5419,0.000637387161948
Tornado,ski,Before,5417,0.00063715192033
Tornado,humidity,After,5406,0.00066858734025
Tornado,roll,After,5405,0.000668463665197
Tornado,georgia,After,5381,0.000665495463908
Tornado,precipitation,After,5347,0.000661290512083
Tornado,kansas,Before,5343,0.000628447980492
Tornado,current,After,5294,0.000654735734237
Tornado,myrtle,After,5279,0.000652880608432
Tornado,rome,Before,5268,0.000619626419845
Tornado,current,Before,5265,0.000619273557419
Tornado,snowboarding,After,5263,0.000650901807573
Tornado,intake,Before,5250,0.00061750924529
Tornado,mount,Before,5242,0.000616568278821
Tornado,does,After,5233,0.000647191555962
Tornado,frostbank,Before,5222,0.000614215862648
Tornado,are,Before,5183,0.000609628651112
Tornado,play,Before,5182,0.000609511030303
Tornado,parts,After,5180,0.000640636778116
Tornado,truckee,Before,5161,0.000607040993322
Tornado,blood,Before,5148,0.00060551192281
Tornado,frosty,After,5137,0.000635318750808
Tornado,bug,After,5134,0.000634947725647
Tornado,concord,After,5128,0.000634205675325
Tornado,ski,After,5102,0.000630990123929
Tornado,little,Before,5063,0.000595514154076
Tornado,recipe,Before,5059,0.000595043670842
Tornado,santa,Before,5026,0.000591162184157
Tornado,mayweather,Before,5009,0.000589162630411
Tornado,thunderbirds,After,4993,0.000617509543076
Tornado,resort,After,4956,0.00061293356609
Tornado,movie,After,4954,0.000612686215982
Tornado,extended,After,4950,0.000612191515768
Tornado,john,Before,4908,0.000577282928739
Tornado,nevada,Before,4896,0.000575871479036
Tornado,recipe,After,4885,0.000604152637278
Tornado,winds,After,4867,0.000601926486311
Tornado,harbor,After,4863,0.000601431786097
Tornado,hailey,Before,4852,0.000570696163456
Tornado,orleans,Before,4844,0.000569755196987
Tornado,animals,After,4834,0.00059784520954
Tornado,news,Before,4828,0.000567873264049
Tornado,play,After,4797,0.000593269232553
Tornado,colds,After,4795,0.000593021882446
Tornado,ice,Before,4784,0.00056269794847
Tornado,range,Before,4776,0.000561756982001
Tornado,sore,Before,4774,0.000561521740383
Tornado,atlanta,Before,4765,0.000560463153106
Tornado,club,After,4749,0.000587332829976
Tornado,post,Before,4744,0.000557993116125
Tornado,may,After,4737,0.000585848729332
Tornado,los,After,4737,0.000585848729332
Tornado,precipitation,Before,4732,0.000556581666421
Tornado,shelters,After,4722,0.000583993603526
Tornado,days,Before,4693,0.000551994454885
Tornado,georgia,Before,4670,0.000549289176286
Tornado,radio,Before,4658,0.000547877726583
Tornado,summer,After,4656,0.000575831049983
Tornado,francisco,Before,4656,0.000547642484965
Tornado,bug,Before,4654,0.000547407243348
Tornado,diego,Before,4647,0.000546583897688
Tornado,june,Before,4647,0.000546583897688
Tornado,maui,After,4639,0.00057372857407
Tornado,england,After,4635,0.000573233873855
Tornado,wilma,Before,4630,0.000544584343941
Tornado,body,After,4618,0.000571131397942
Tornado,about,Before,4600,0.000541055719682
Tornado,window,After,4591,0.000567792171493
Tornado,iowa,After,4586,0.000567173796224
Tornado,snowman,Before,4585,0.000539291407553
Tornado,pressure,After,4554,0.000563216194506
Tornado,snowy,After,4547,0.00056235046913
Tornado,live,Before,4544,0.000534468954399
Tornado,hill,After,4536,0.00056099004354
Tornado,road,Before,4479,0.000526823601839
Tornado,utah,After,4473,0.000553198515157
Tornado,june,After,4464,0.000552085439674
Tornado,honolulu,Before,4458,0.000524353564857
Tornado,ocean,After,4436,0.000548622538171
Tornado,snowboards,After,4427,0.000547509462688
Tornado,harbor,Before,4425,0.000520472078173
Tornado,pressure,Before,4423,0.000520236836555
Tornado,oklahoma,Before,4422,0.000520119215747
Tornado,snowmobiling,Before,4410,0.000518707766043
Tornado,indiana,Before,4401,0.000517649178766
Tornado,ocean,Before,4398,0.00051729631634
Tornado,truckee,After,4397,0.000543799211077
Tornado,germany,Before,4390,0.000516355349871
Tornado,francisco,After,4386,0.000542438785486
Tornado,paris,Before,4381,0.000515296762593
Tornado,glass,After,4375,0.000541078359896
Tornado,rome,After,4367,0.000540088959466
Tornado,john,After,4362,0.000539470584198
Tornado,frosted,Before,4352,0.000511885759143
Tornado,bahamas,Before,4343,0.000510827171865
Tornado,australia,Before,4342,0.000510709551057
Tornado,maryland,After,4310,0.000533039481406
Tornado,rainy,After,4309,0.000532915806352
Tornado,thunderbolt,Before,4299,0.000505651856286
Tornado,floyd,After,4289,0.000530442305278
Tornado,post,After,4272,0.000528339829366
Tornado,barnstormers,Before,4268,0.000502005611218
Tornado,recipes,After,4263,0.000527226753882
Tornado,can,Before,4255,0.000500476540706
Tornado,winds,Before,4253,0.000500241299089
Tornado,panels,After,4230,0.000523145477111
Tornado,are,After,4221,0.000522032401627
Tornado,poems,After,4217,0.000521537701413
Tornado,road,After,4201,0.000519558900554
Tornado,drought,Before,4199,0.000493889775423
Tornado,can,After,4196,0.000518940525285
Tornado,baseball,Before,4191,0.000492948808954
Tornado,resort,Before,4188,0.000492595946528
Tornado,illinois,Before,4166,0.000490008288738
Tornado,santa,After,4165,0.000515106598621
Tornado,that,After,4163,0.000514859248513
Tornado,information,Before,4150,0.0004881263558
Tornado,cnn,After,4142,0.000512262072386
Tornado,gone,Before,4142,0.000487185389331
Tornado,information,After,4139,0.000511891047225
Tornado,summer,Before,4139,0.000486832526905
Tornado,france,After,4138,0.000511767372171
Tornado,nevada,After,4133,0.000511148996903
Tornado,grand,Before,4130,0.000485773939628
Tornado,missouri,After,4114,0.000508799170882
Tornado,boston,Before,4110,0.000483421523455
Tornado,orleans,After,4109,0.000508180795614
Tornado,los,Before,4104,0.000482715798604
Tornado,about,After,4096,0.000506573019916
Tornado,names,After,4093,0.000506201994755
Tornado,bahamas,After,4058,0.000501873367876
Tornado,thunderbolt,After,4049,0.000500760292393
Tornado,your,After,4044,0.000500141917124
Tornado,monthly,After,4042,0.000499894567017
Tornado,cake,After,4033,0.000498781491534
Tornado,boston,After,4021,0.000497297390889
Tornado,may,Before,4020,0.000472835650679
Tornado,jackson,Before,4013,0.000472012305019
Tornado,rainbird,After,4010,0.000495936965299
Tornado,shelters,Before,4001,0.000470600855315
Tornado,ireland,After,3997,0.000494329189601
Tornado,indiana,After,3993,0.000493834489386
Tornado,tahoe,Before,3968,0.00046671936863
Tornado,paris,After,3957,0.000489382187453
Tornado,time,Before,3942,0.000463661227606
Tornado,summit,Before,3936,0.000462955502754
Tornado,gone,After,3924,0.000485300910681
Tornado,drought,After,3923,0.000485177235628
Tornado,memphis,Before,3919,0.000460955949008
Tornado,puerto,After,3899,0.000482209034339
Tornado,reading,Before,3894,0.000458015428792
Tornado,over,Before,3885,0.000456956841514
Tornado,forecasts,Before,3884,0.000456839220706
Tornado,university,Before,3881,0.00045648635828
Tornado,minnesota,After,3878,0.000479611858211
Tornado,roll,Before,3877,0.000456015875045
Tornado,after,Before,3871,0.000455310150194
Tornado,alabama,After,3868,0.000478375107675
Tornado,door,Before,3860,0.000454016321299
Tornado,snowshoe,After,3857,0.000477014682084
Tornado,during,After,3852,0.000476396306816
Tornado,bird,After,3841,0.000475035881225
Tornado,alaska,Before,3839,0.000451546284317
Tornado,movie,Before,3838,0.000451428663509
Tornado,snowbird,Before,3831,0.000450605317848
Tornado,tampa,After,3808,0.000470954604453
Tornado,frostbank,After,3808,0.000470954604453
Tornado,sandals,After,3805,0.000470583579292
Tornado,angeles,After,3795,0.000469346828755
Tornado,case,After,3795,0.000469346828755
Tornado,jamaica,After,3784,0.000467986403165
Tornado,snowball,Before,3775,0.000444018552565
Tornado,tree,Before,3767,0.000443077586096
Tornado,alaska,After,3767,0.000465883927252
Tornado,hill,Before,3762,0.000442489482053
Tornado,casino,Before,3756,0.000441783757201
Tornado,inn,After,3748,0.000463534101232
Tornado,puerto,Before,3746,0.000440607549115
Tornado,alley,After,3742,0.00046279205091
Tornado,antonio,After,3737,0.000462173675641
Tornado,iowa,Before,3737,0.000439548961838
Tornado,blood,After,3727,0.000460936925104
Tornado,casino,After,3704,0.000458092398869
Tornado,was,Before,3703,0.000435549854344
Tornado,door,After,3690,0.000456360948118
Tornado,time,After,3679,0.000455000522527
Tornado,snowman,After,3677,0.00045475317242
Tornado,thundercats,Before,3676,0.000432374092511
Tornado,winter,Before,3672,0.000431903609277
Tornado,jeanne,After,3660,0.000452650696507
Tornado,bird,Before,3658,0.000430256917956
Tornado,snowflake,Before,3655,0.00042990405553
Tornado,frostburg,Before,3612,0.000424846360759
Tornado,music,After,3601,0.000445353868339
Tornado,springfield,Before,3596,0.000422964427821
Tornado,extended,Before,3593,0.000422611565395
Tornado,mount,After,3587,0.000443622417588
Tornado,glass,Before,3582,0.0004213177365
Tornado,fort,Before,3563,0.000419082941137
Tornado,video,Before,3563,0.000419082941137
Tornado,systems,After,3559,0.000440159516084
Tornado,barnstormers,After,3553,0.000439417465762
Tornado,mary,After,3544,0.000438304390279
Tornado,louisville,Before,3542,0.000416612904155
Tornado,golf,Before,3537,0.000416024800112
Tornado,noaaweather,Before,3536,0.000415907179304
Tornado,diego,After,3535,0.000437191314796
Tornado,wisconsin,Before,3534,0.000415671937686
Tornado,phoenix,Before,3532,0.000415436696069
Tornado,ireland,Before,3532,0.000415436696069
Tornado,canyon,Before,3532,0.000415436696069
Tornado,travel,Before,3528,0.000414966212835
Tornado,year,After,3528,0.00043632558942
Tornado,kids,Before,3527,0.000414848592026
Tornado,rita,After,3526,0.000436078239312
Tornado,seattle,After,3518,0.000435088838883
Tornado,stormy,After,3518,0.000435088838883
Tornado,july,After,3510,0.000434099438453
Tornado,severe,After,3509,0.0004339757634
Tornado,memphis,After,3508,0.000433852088346
Tornado,lights,Before,3508,0.000412613796662
Tornado,rainfall,Before,3495,0.00041108472615
Tornado,tampa,Before,3489,0.000410379001298
Tornado,summit,After,3486,0.000431131237165
Tornado,england,Before,3486,0.000410026138872
Tornado,merriweather,After,3481,0.000430512861896
Tornado,steel,Before,3481,0.000409438034829
Tornado,fort,After,3480,0.000430389186843
Tornado,facts,After,3476,0.000429894486628
Tornado,blue,After,3475,0.000429770811574
Tornado,blue,Before,3475,0.000408732309977
Tornado,big,After,3472,0.000429399786413
Tornado,this,After,3446,0.000426184235017
Tornado,panels,Before,3444,0.00040508606491
Tornado,protection,After,3438,0.000425194834588
Tornado,kentucky,After,3433,0.000424576459319
Tornado,over,After,3411,0.000421855608138
Tornado,france,Before,3405,0.000400498853374
Tornado,last,Before,3401,0.000400028370139
Tornado,cnn,Before,3399,0.000399793128522
Tornado,tradewinds,Before,3395,0.000399322645287
Tornado,during,Before,3386,0.00039826405801
Tornado,jersey,After,3385,0.000418640056742
Tornado,sunnyside,Before,3377,0.000397205470732
Tornado,kentucky,Before,3376,0.000397087849923
Tornado,fish,After,3376,0.000417526981259
Tornado,snowmass,Before,3375,0.000396970229115
Tornado,page,Before,3371,0.00039649974588
Tornado,chocolate,Before,3370,0.000396382125072
Tornado,conversion,After,3365,0.000416166555668
Tornado,polaris,Before,3364,0.00039567640022
Tornado,jersey,Before,3364,0.00039567640022
Tornado,louisville,After,3359,0.000415424505346
Tornado,falls,After,3357,0.000415177155239
Tornado,snowmobiles,After,3343,0.000413445704487
Tornado,antonio,Before,3338,0.000392618259196
Tornado,light,Before,3336,0.000392383017578
Tornado,recipes,Before,3334,0.000392147775961
Tornado,house,After,3290,0.000406890926642
Tornado,window,Before,3290,0.000386972460381
Tornado,spain,Before,3286,0.000386501977147
Tornado,weatherly,Before,3281,0.000385913873104
Tornado,united,Before,3281,0.000385913873104
Tornado,bangkok,Before,3276,0.000385325769061
Tornado,maine,Before,3276,0.000385325769061
Tornado,travel,After,3273,0.000404788450729
Tornado,austin,Before,3273,0.000384972906635
Tornado,american,Before,3270,0.000384620044209
Tornado,space,After,3261,0.000403304350085
Tornado,names,Before,3257,0.000383090973697
Tornado,missouri,Before,3250,0.000382267628036
Tornado,trout,After,3250,0.000401943924494
Tornado,cat,After,3247,0.000401572899333
Tornado,area,After,3247,0.000401572899333
Tornado,nashville,Before,3234,0.000380385695098
Tornado,rainbows,Before,3232,0.000380150453481
Tornado,maryland,Before,3231,0.000380032832673
Tornado,thunderstorms,After,3223,0.000398604698044
Tornado,germany,After,3217,0.000397862647722
Tornado,nashville,After,3212,0.000397244272454
Tornado,video,After,3201,0.000395883846863
Tornado,normal,Before,3191,0.000375328000327
Tornado,art,Before,3188,0.000374975137902
