BEGIN_YEARMONTH,BEGIN_DAY,BEGIN_TIME,END_YEARMONTH,END_DAY,END_TIME,EPISODE_ID,EVENT_ID,STATE,STATE_FIPS,YEAR,MONTH_NAME,EVENT_TYPE,CZ_TYPE,CZ_FIPS,CZ_NAME,WFO,BEGIN_DATE_TIME,CZ_TIMEZONE,END_DATE_TIME,INJURIES_DIRECT,INJURIES_INDIRECT,DEATHS_DIRECT,DEATHS_INDIRECT,DAMAGE_PROPERTY,DAMAGE_CROPS,SOURCE,EPISODE_NARRATIVE,EVENT_NARRATIVE
200601,1,1330,200601,1,1500,203290,5486116,TEXAS,48,2006,January  ,Wildfire,Z,35,LUBBOCK,LUB,2006-01-01 13:30:00,CST,2006-01-01 15:00:00,1,0,0,0,50K,0,BROADCAST MEDIA,"
January 1 Wind and Wildfire Event Summary - A potent upper level trough affected much of the Southern Plains on New Year's Day. The trough resulted in widespread high winds over the region, where intense short-term drought conditions existed. The wind combined with the exceptionally dry conditions to result in a historic outbreak of wildfires over eastern New Mexico, Texas, and Oklahoma.

High and frequently severe winds began to blow over the west Texas South Plains by late morning. These winds persisted through the mid afternoon hours, and resulted in widespread blowing dust and one injury. At least a dozen wind-driven wildfires were sparked over the South Plains. Four of the wildfires were significant, and resulted in the loss of property and three injuries. The winds and fires on the 1st combined to result in four injuries and estimated property losses that exceeded $350,000 .","A wildfire ignited near the intersection of Regis and Interstate 27, one mile southwest of Lubbock International Airport. The fire destroyed horse stables, and one fire fighter was hospitalized for smoke inhalation related injuries."
200601,1,1430,200601,1,1600,203290,5486117,TEXAS,48,2006,January  ,Wildfire,Z,34,HOCKLEY,LUB,2006-01-01 14:30:00,CST,2006-01-01 16:00:00,2,0,0,0,100K,0,NEWSPAPER,"
January 1 Wind and Wildfire Event Summary - A potent upper level trough affected much of the Southern Plains on New Year's Day. The trough resulted in widespread high winds over the region, where intense short-term drought conditions existed. The wind combined with the exceptionally dry conditions to result in a historic outbreak of wildfires over eastern New Mexico, Texas, and Oklahoma.

High and frequently severe winds began to blow over the west Texas South Plains by late morning. These winds persisted through the mid afternoon hours, and resulted in widespread blowing dust and one injury. At least a dozen wind-driven wildfires were sparked over the South Plains. Four of the wildfires were significant, and resulted in the loss of property and three injuries. The winds and fires on the 1st combined to result in four injuries and estimated property losses that exceeded $350,000 .",A large wildfire near Levelland burned two mobile homes and injured fire fighters. Two firemen were hospitalized due to minor burn injuries and smoke inhalation.
200601,1,1430,200601,1,1630,203290,5486118,TEXAS,48,2006,January  ,Wildfire,Z,39,YOAKUM,LUB,2006-01-01 14:30:00,CST,2006-01-01 16:30:00,0,0,0,0,0,0,OTHER FEDERAL AGENCY,"
January 1 Wind and Wildfire Event Summary - A potent upper level trough affected much of the Southern Plains on New Year's Day. The trough resulted in widespread high winds over the region, where intense short-term drought conditions existed. The wind combined with the exceptionally dry conditions to result in a historic outbreak of wildfires over eastern New Mexico, Texas, and Oklahoma.

High and frequently severe winds began to blow over the west Texas South Plains by late morning. These winds persisted through the mid afternoon hours, and resulted in widespread blowing dust and one injury. At least a dozen wind-driven wildfires were sparked over the South Plains. Four of the wildfires were significant, and resulted in the loss of property and three injuries. The winds and fires on the 1st combined to result in four injuries and estimated property losses that exceeded $350,000 .","A wildfire that initiated near Tatum, New Mexico, burned several thousand acres of rangeland and threatened structures as it spread across the Texas/New Mexico state-line into Yoakum County near Bronco. The fire was contained before doing significant damage in Yoakum County, but one rural residence was evacuated."
200601,1,1500,200601,1,2300,203890,5491371,OKLAHOMA,40,2006,January  ,Wildfire,Z,70,MUSKOGEE,TSA,2006-01-01 15:00:00,CST,2006-01-01 23:00:00,0,0,0,0,500K,,NEWSPAPER,"Grass fires fueled by high winds raced across an estimated 16,000 acres southwest of Muskogee destroying four homes, several barns and a lot of hay.",
200601,1,1500,200601,1,2200,203985,5492844,TEXAS,48,2006,January  ,Wildfire,Z,116,PALO PINTO,FWD,2006-01-01 15:00:00,CST,2006-01-01 22:00:00,2,0,0,0,800K,,NEWSPAPER,,"A grass fire which began near the Mineral Wells airport burned 13 structures, including five homes.  The fire grew to cover 1,800 acres.  One firefighter suffered second-degree burns and another smoke inhalation."
200601,1,1500,200601,1,2200,203891,5491372,OKLAHOMA,40,2006,January  ,Wildfire,Z,60,TULSA,TSA,2006-01-01 15:00:00,CST,2006-01-01 22:00:00,0,0,0,0,,,NEWSPAPER,"A large grass fire occurred near 111th Street South and Highway 75.  A neighborhood had to be evacuated, but no homes were damaged.",
200601,1,1800,200601,2,1200,203985,5492846,TEXAS,48,2006,January  ,Wildfire,Z,129,EASTLAND,FWD,2006-01-01 18:00:00,CST,2006-01-02 12:00:00,0,0,0,0,5M,,NEWSPAPER,,"A grass fire burned more than 35,000 acres in the southeastern part of the county and forced evacuations of the nearby towns of Carbon, Gorman, and Desdemona.  The community of Kokomo was essentially demolished.  Thirty-six buildings, including homes, were destroyed.  Numerous livestock were lost in the fire.  The fire was thirty-five miles long."
200601,1,1800,200601,1,2300,203985,5492845,TEXAS,48,2006,January  ,Wildfire,Z,91,MONTAGUE,FWD,2006-01-01 18:00:00,CST,2006-01-01 23:00:00,4,0,0,0,5M,,NEWSPAPER,,"Several devastating wild fires erupted across north Texas due to low humidities, strong winds, and the ongoing drought.   In Montague County, a 17-mile long fire burned between Ringgold and Nocona, destroying forty homes.  Two firefighters and two civilians were injured.  A grass fire which began in Palo Pinto County near the Mineral Wells Airport burned 13 structures, including 5 homes.  The fire grew to cover 1,800 acres.  One firefighter suffered second-degree burns and another smoke inhalation.  A grass fire burned more than 35,000 acres in the southeastern part of Eastland county and forced evacuations of the nearby towns of Carbon, Gorman, and Desdemona.  The community of Kokomo essentially burned to the ground.  Thirty-six buildings, including homes, were destroyed.  Numerous livestock were lost in the fire.  The fire was 35 miles long."
200601,1,1800,200601,1,2300,203889,5491370,OKLAHOMA,40,2006,January  ,Wildfire,Z,65,OKFUSKEE,TSA,2006-01-01 18:00:00,CST,2006-01-01 23:00:00,0,0,0,0,,,NEWSPAPER,A large wildfire burned about three miles north of Okemah Lake Road.  The fire threatened homes and several fire departments responded.,
200601,2,1400,200601,2,1800,203986,5492933,TEXAS,48,2006,January  ,Wildfire,Z,130,ERATH,FWD,2006-01-02 14:00:00,CST,2006-01-02 18:00:00,0,0,0,0,750K,,NEWSPAPER,,A grass fire destroyed 6 houses in the town of Huckabay.
200601,3,1100,200601,3,1800,203888,5491369,OKLAHOMA,40,2006,January  ,Wildfire,Z,64,CREEK,TSA,2006-01-03 11:00:00,CST,2006-01-03 18:00:00,0,0,0,0,100K,,NEWSPAPER,"A grass fire that swept across Shamrock in southwest Creek county destroyed an abandoned school, a vacant home and damaged two other residences.",
200601,3,1215,200601,3,1800,203063,5488204,HAWAII,15,2006,January  ,Wildfire,Z,2,KAUAI WINDWARD,HFO,2006-01-03 12:15:00,HST,2006-01-03 18:00:00,0,0,0,0,,,NEWSPAPER,"A fire burned 200 acres of mainly brush near Hanamaulu, north of Lihue, on the isle of Kauai.  The blaze would have threatened an elementary school and several homes if it had not been contained when it was.  One small business was evacuated near the fire as a precaution.  Smoke and debris forced officials to close Kapule Highway for a several hours in Hanamaulu, which snarled traffic to as far north as Wailua and as far south as Lihue.  The cause of the fire was unknown.  There were no serious injuries or property damage reported.",
200601,3,1300,200601,4,300,203628,5486448,OKLAHOMA,40,2006,January  ,Wildfire,Z,3,BEAVER,AMA,2006-01-03 13:00:00,CST,2006-01-04 03:00:00,0,0,0,0,,,NEWSPAPER,Strong winds...low relative humidities and very dry fuels combined to produce two wildfires in the eastern Oklahoma panhandle during the early afternoon hours and continued until after midnight. The first wildfire was reported three and one-quarter miles west of Clearlake and the second wildfire occurred near the Beaver River or six miles east of Beaver. Several structures were threatened at the Clearlake fire. A total of around fourteen thousand acres were burned.,
200601,3,1600,200601,3,2330,203984,5492843,TEXAS,48,2006,January  ,Wildfire,Z,102,WISE,FWD,2006-01-03 16:00:00,CST,2006-01-03 23:30:00,0,0,0,0,80K,,NEWSPAPER,,"A grass fire started near Boonsville, burning 5,000 acres and 6 non-residential structures."
200601,3,1900,200601,4,1730,203064,5488205,HAWAII,15,2006,January  ,Wildfire,Z,6,WAIANAE COAST,HFO,2006-01-03 19:00:00,HST,2006-01-04 17:30:00,0,0,0,0,,,NEWSPAPER,"A fire consumed about 500 acres of brush and grass near Kili Drive in Makaha on the island of Oahu.  The fire scorched a remote, mile-long, area on the west side of Makaha Valley.  Officials suspected that the blaze had been deliberately set.  There were no reports of serious property damage or injuries.",
200601,5,1600,200601,5,2300,203983,5492841,TEXAS,48,2006,January  ,Wildfire,Z,117,PARKER,FWD,2006-01-05 16:00:00,CST,2006-01-05 23:00:00,0,0,0,0,8K,,NEWSPAPER,,"A grass fire burned 30 acres along Old Agnes Road off Texas 199, about eight miles west of Springtown.  Several bales of hay and fences were destroyed.  Another fire in Hunt County destroyed one home and burned 300 acres."
200601,5,1800,200601,5,2300,203983,5492842,TEXAS,48,2006,January  ,Wildfire,Z,105,HUNT,FWD,2006-01-05 18:00:00,CST,2006-01-05 23:00:00,0,0,0,0,130K,,NEWSPAPER,,A grass fire in Hunt County destroyed one home and burned 300 acres.
200601,7,1100,200601,7,1700,203855,5486467,MISSOURI,29,2006,January  ,Wildfire,Z,93,NEWTON,SGF,2006-01-07 11:00:00,CST,2006-01-07 17:00:00,0,0,0,0,,,LAW ENFORCEMENT,,Several Newton County fire departments and other local agencies battled several timber and grass fires throughout rural sections of the county on a day typical of red flag conditions.
200601,7,1100,200601,7,1700,203856,5486468,MISSOURI,29,2006,January  ,Wildfire,Z,88,JASPER,SGF,2006-01-07 11:00:00,CST,2006-01-07 17:00:00,0,0,0,0,,,LAW ENFORCEMENT,,"Several wildfires were ignited across rural sections of Jasper County.  Weather conditions were conducive to wildfire behavior including strong winds, drought impacted vegetation, and a dry airmass."
200601,7,1640,200601,12,1800,208233,5503726,COLORADO,8,2006,January  ,Wildfire,Z,88,TRINIDAD VICINITY / LOWER HUERFANO RIVER BASIN & WESTERN LAS ANIMAS COUNTY BELOW 7500 FT,PUB,2006-01-07 16:40:00,MST,2006-01-12 18:00:00,0,0,0,0,1M,,PARK/FOREST SERVICE,"The Mauricio Canyon Fire started with a burning of tree piles on private land.  It eventually consumed around 4500 acres, burning 5 homes and 10 other structures.  Over 100 people were evacuated during the event.  The wildfire occurred on the Huerfano - Las Animas County line, approximately 5 to 10 miles west and northwest of Aguilar.",
200601,7,1640,200601,12,1800,208233,5503727,COLORADO,8,2006,January  ,Wildfire,Z,87,WALSENBURG VICINITY / UPPER HUERFANO RIVER BASIN BELOW 7500 FT,PUB,2006-01-07 16:40:00,MST,2006-01-12 18:00:00,0,0,0,0,,,PARK/FOREST SERVICE,"The Mauricio Canyon Fire started with a burning of tree piles on private land.  It eventually consumed around 4500 acres, burning 5 homes and 10 other structures.  Over 100 people were evacuated during the event.  The wildfire occurred on the Huerfano - Las Animas County line, approximately 5 to 10 miles west and northwest of Aguilar.",
200601,8,30,200601,8,2345,203896,5491377,OKLAHOMA,40,2006,January  ,Wildfire,Z,71,MCINTOSH,TSA,2006-01-08 00:30:00,CST,2006-01-08 23:45:00,0,0,0,0,50K,,NEWSPAPER,"A fire occurred along McAnally Road and spread to the east to behind the Pixie Woods area.  The fire consumed almost 7,000 acres and four barns were destroyed.",
200601,8,1200,200601,9,1200,203088,5488595,ARKANSAS,5,2006,January  ,Wildfire,Z,74,ASHLEY,JAN,2006-01-08 12:00:00,CST,2006-01-09 12:00:00,0,0,0,0,800K,1M,NEWSPAPER,,"A large wildfire burned Sunday afternoon and evening across Central Ashley county. This fire burned nearly 6000 acres just southeast of Hamburg. Four homes were burned along with two camping trailers and 2 outbuildings. This large fire caused the closing of Highway 8 for a period of time. Another wildfire developed south of Crossett. This fire actually started in Louisiana and moved into Arkansas. This fire burned nearly 2000 acres.

These wildfires were the product of several months of extremely dry weather across the region. The combination of prolonged dry conditions and dead/dormant vegetation lead to high fire fuel across the region. As the fires began, low relative humidity values and strong southwest winds on Sunday, January 8th, promoted the rapid spreading of any fire."
200601,8,1400,200601,8,1900,203225,5489137,KENTUCKY,21,2006,January  ,Wildfire,Z,5,MCCRACKEN,PAH,2006-01-08 14:00:00,CST,2006-01-08 19:00:00,0,0,0,0,,,NEWSPAPER,,"Windy and dry conditions fanned the flames of a 300-acre grass and brush fire in western McCracken County, near Grahamville. The fire began near Kentucky Highway 358 in the West Kentucky Wildlife Management Area and spread quickly north-northeast toward the Ohio River. All county fire departments in McCracken County were summoned to the scene, along with a couple departments from Ballard County. Firefighters with the State of Kentucky and the Tennessee Valley Authority assisted. McCracken County instituted a countywide burn ban immediately after the fire."
200601,12,1430,200601,12,1600,203291,5486119,TEXAS,48,2006,January  ,Wildfire,Z,22,CASTRO,LUB,2006-01-12 14:30:00,CST,2006-01-12 16:00:00,0,0,0,0,150K,0,LAW ENFORCEMENT,"
A series of at least six wildfires charred portions of the extreme southern Texas Panhandle and the South Plains of west Texas on the 12th. Strong westerly winds and extremely low relative humidity values combined with parched fuels and the ongoing short-term drought to result in a very high fire danger. In addition, an advancing cold front interacted with several of the fires, changing the direction of fire propagation and spread. Two wildfires became significant and destroyed property, including one fire that threatened the city of Dimmitt (Castro County). Total losses were estimated at $200,000.","
A large wildfire ignited near U.S. Highway 385 just north of Dimmitt on the afternoon of the 12th. A frontal passage caused a westerly to northerly wind shift that rapidly changed the fire's direction of growth and spread. The fire destroyed three abandoned structures on the northwest side of the city. Resources from surrounding counties as well as the Texas Forest Service were utilized to battle the blaze. Two forest service air tankers provided airdrops and managed to contain the fire before it spread into the city. This undoubtedly averted extensive damage to homes and businesses.

A second large wildfire was reported to be burning out of control just west of Matador around 15:00 CST on the 12th. This fire destroyed at least one structure. No injuries were reported."
200601,12,1500,200601,12,1630,203291,5486120,TEXAS,48,2006,January  ,Wildfire,Z,31,MOTLEY,LUB,2006-01-12 15:00:00,CST,2006-01-12 16:30:00,0,0,0,0,50K,0,FIRE DEPT/RESCUE SQUAD,"
A series of at least six wildfires charred portions of the extreme southern Texas Panhandle and the South Plains of west Texas on the 12th. Strong westerly winds and extremely low relative humidity values combined with parched fuels and the ongoing short-term drought to result in a very high fire danger. In addition, an advancing cold front interacted with several of the fires, changing the direction of fire propagation and spread. Two wildfires became significant and destroyed property, including one fire that threatened the city of Dimmitt (Castro County). Total losses were estimated at $200,000.",A wildfire burned out of control just west of Matador during the afternoon hours of the 12th. The fire destroyed at least one structure. No injuries were reported.
200601,13,830,200601,13,1300,203987,5492934,TEXAS,48,2006,January  ,Wildfire,Z,101,JACK,FWD,2006-01-13 08:30:00,CST,2006-01-13 13:00:00,0,0,0,0,,,FIRE DEPT/RESCUE SQUAD,,At least four thousand acres burned in Jack county due to a grass fire.  No buildings were reportedly damaged.
200601,15,1200,200601,15,1800,203899,5491380,OKLAHOMA,40,2006,January  ,Wildfire,Z,64,CREEK,TSA,2006-01-15 12:00:00,CST,2006-01-15 18:00:00,0,0,0,0,,,NEWSPAPER,A large grass fire near Kellyville burned 800 acres.,
200601,15,1400,200601,15,1800,203898,5491379,OKLAHOMA,40,2006,January  ,Wildfire,Z,60,TULSA,TSA,2006-01-15 14:00:00,CST,2006-01-15 18:00:00,0,0,0,0,100K,,NEWSPAPER,A large grass fire occurred in the Owasso area near 116th Street North between Sheridan and Memorial.  As many as ten structures were destroyed by the fire; none were homes.,
200601,15,2100,200601,16,1500,203894,5491375,OKLAHOMA,40,2006,January  ,Wildfire,Z,60,TULSA,TSA,2006-01-15 21:00:00,CST,2006-01-16 15:00:00,0,0,0,0,,,NEWSPAPER,A large grass fire burned 250 acres in the vicinity of Sperry from the afternoon of the 15th into the 16th.,
200601,16,1200,200601,16,1800,203893,5491374,OKLAHOMA,40,2006,January  ,Wildfire,Z,64,CREEK,TSA,2006-01-16 12:00:00,CST,2006-01-16 18:00:00,0,0,0,0,,,NEWSPAPER,A large grass fire threatened the Never Sweat Ranch near Kellyville.,
200601,16,1600,200601,16,1800,203895,5491376,OKLAHOMA,40,2006,January  ,Wildfire,Z,67,WAGONER,TSA,2006-01-16 16:00:00,CST,2006-01-16 18:00:00,0,0,0,0,,,NEWSPAPER,The Wagoner fire department fought a grass fire near Elevator Road at the Verdigris River.,
200601,18,1100,200601,19,800,203900,5491381,OKLAHOMA,40,2006,January  ,Wildfire,Z,58,OTTAWA,TSA,2006-01-18 11:00:00,CST,2006-01-19 08:00:00,0,0,0,0,100K,,NEWSPAPER,A fire burned 75 acres on the afternoon of the 18th near Wyandotte.  The fire destroyed Jake's Flea Market on a rural part of Highway 10.   Another grass fire in the area consumed 320 acres while a third wildfire burned 700 acres near the Delaware County line during the early morning hours of the next day.,
200601,18,1530,200601,18,1730,203873,5486822,TEXAS,48,2006,January  ,Wildfire,Z,78,SUTTON,SJT,2006-01-18 15:30:00,CST,2006-01-18 17:30:00,0,0,0,0,,,LAW ENFORCEMENT,,The Old Cemetary fire just to the north of Sonora burned around 1 thousand acres.
200601,19,1400,200601,19,2000,203874,5486823,TEXAS,48,2006,January  ,Wildfire,Z,72,TOM GREEN,SJT,2006-01-19 14:00:00,CST,2006-01-19 20:00:00,0,0,0,0,60K,,NWS EMPLOYEE(OFF DUTY),,A 325 acre fire occured on a ranch just to the east of Grape Creek. The fire destroyed 60 thousand dollars worth of water testing equipment.
200601,21,1640,200601,25,1400,203070,5488399,HAWAII,15,2006,January  ,Wildfire,Z,23,KONA,HFO,2006-01-21 16:40:00,HST,2006-01-25 14:00:00,0,0,0,0,,50K,NEWSPAPER,"A fire torched more than 600 acres of brush and grassland on the lee side of the Big Island of Hawaii, about 2.5 miles south of Puuanahulu or 14 miles northeast of Kailua-Kona.  The blaze was likely started by lightning.  The fire apparently damaged crops or valuable plants in the area, but fire officials did not specify exactly what was lost that was worth around $50 thousand.  Finally, there were no serious injuries reported.",
200601,23,1232,200601,26,1800,203871,5486819,CALIFORNIA,6,2006,January  ,Wildfire,Z,55,SAN BERNARDINO COUNTY MOUNTAINS,SGX,2006-01-23 12:32:00,PST,2006-01-26 18:00:00,1,0,0,0,,,FIRE DEPT/RESCUE SQUAD,The Plunge Fire burned 485 acres of rugged terrain between Running Springs and Highland. Strong Santa Ana winds on the 23rd contributed to the brief but rapid spread of this fire.,
200601,27,1345,200601,27,1530,203989,5493084,TEXAS,48,2006,January  ,Wildfire,Z,129,EASTLAND,FWD,2006-01-27 13:45:00,CST,2006-01-27 15:30:00,0,0,0,0,50K,,NEWSPAPER,,"Two grass fires broke out on State Highway 6 south of Eastland.  75 acres were burned, and a vacant house was damaged in the fires."
200602,4,1500,200602,4,1800,204403,5492912,OKLAHOMA,40,2006,February ,Wildfire,Z,66,OKMULGEE,TSA,2006-02-04 15:00:00,CST,2006-02-04 18:00:00,0,0,1,0,,,NEWSPAPER,,A man who was working on an oil rig's electrical box was injured when it short circuited.  The sparks from the wires ignited a wildfire that severely burned him.  He was flown by helicopter to a Tulsa hospital where he died on 2/8/06 from burn-related injuries.
200602,6,428,200602,12,1900,204461,5490701,CALIFORNIA,6,2006,February ,Wildfire,Z,57,NE ORANGE,SGX,2006-02-06 04:28:00,PST,2006-02-12 19:00:00,8,0,0,0,,,FIRE DEPT/RESCUE SQUAD,,"Santa Ana Winds and Red Flag conditions resulted in the rapid spread of a wildfire in the Santa Ana mountains. Named the Sierra Fire, this fire burned 10,854 acres from Sierra Peak to the 241 Toll Road. While evacuations were ordered, no structures were burned. Eight minor injuries were reported."
200602,6,1500,200602,15,1800,204683,5491180,ARIZONA,4,2006,February ,Wildfire,Z,18,NORTHERN GILA COUNTY,FGZ,2006-02-06 15:00:00,MST,2006-02-15 18:00:00,0,0,0,0,,,PARK/FOREST SERVICE,"The February Fire was caused by an abandoned campfire along the Mogollon Rim about 12 miles north of Payson. Persistant northeast winds pushed the fire south and down off the Rim.  The fire grew to 4,200 acres before it was contained.  This area would usually have over a foot of snow on the ground in early February.  The very dry winter contributed to the rapid spread of this fire.  One snowstorm dumped over 3 feet of snow on the burned area about 3 weeks later.",
