,QUERY_ABOUT,LEMMATIZED_TOKEN,GROUP_SPECIFIC_TOKEN_PROBABILITY,GROUP_SPECIFIC_TOKEN_PERCENTAGE
10776,Weather Tracking and Alerts,hill,0.000605644607744,0.060564460774417996
11096,Weather Tracking and Alerts,louisville,0.000605644607744,0.060564460774418
11514,Weather Tracking and Alerts,play,0.000605644607744,0.060564460774418
11555,Weather Tracking and Alerts,precipitation,0.000605644607744,0.060564460774418
11789,Weather Tracking and Alerts,sandal,0.000605644607744,0.060564460774418
11279,Weather Tracking and Alerts,movie,0.000605644607743945,0.060564460774418
10349,Weather Tracking and Alerts,down,0.000592185838683,0.059218583868319
12207,Weather Tracking and Alerts,time,0.000592185838683,0.059218583868319
12251,Weather Tracking and Alerts,travel,0.000592185838683,0.059218583868319
12425,Weather Tracking and Alerts,weathervane,0.000578727069623,0.05787270696222099
9635,Weather Tracking and Alerts,angeles,0.000578727069622,0.057872706962221
9779,Weather Tracking and Alerts,best,0.000578727069622,0.057872706962221
11291,Weather Tracking and Alerts,music,0.000578727069622,0.057872706962221
11959,Weather Tracking and Alerts,snowshoe,0.000578727069622,0.05787270696222101
9657,Weather Tracking and Alerts,are,0.000565268300561,0.056526830056123
9967,Weather Tracking and Alerts,casino,0.000565268300561,0.056526830056123
10605,Weather Tracking and Alerts,frosted,0.000565268300561,0.056526830056123
11926,Weather Tracking and Alerts,snowball,0.000565268300561,0.056526830056123
12257,Weather Tracking and Alerts,tree,0.000565268300561,0.056526830056122995
12294,Weather Tracking and Alerts,under,0.000565268300561,0.056526830056123
12300,Weather Tracking and Alerts,united,0.000565268300561,0.056526830056123
12301,Weather Tracking and Alerts,university,0.000565268300561,0.056526830056123
11982,Weather Tracking and Alerts,song,0.000551809531501,0.055180953150025
9688,Weather Tracking and Alerts,atlanta,0.0005518095315,0.055180953150025
10118,Weather Tracking and Alerts,coldwatercreek,0.0005518095315,0.055180953150025
10914,Weather Tracking and Alerts,jersey,0.0005518095315,0.055180953150025
11136,Weather Tracking and Alerts,man,0.0005518095315,0.055180953150025
11375,Weather Tracking and Alerts,nyc,0.0005518095315,0.055180953150025
11412,Weather Tracking and Alerts,orleans,0.0005518095315,0.055180953150025
11615,Weather Tracking and Alerts,radio,0.0005518095314998901,0.055180953150025004
9658,Weather Tracking and Alerts,area,0.00053835076244,0.053835076243926
10579,Weather Tracking and Alerts,fort,0.000538350762439,0.053835076243927
10677,Weather Tracking and Alerts,grand,0.000538350762439,0.053835076243927
11266,Weather Tracking and Alerts,morrowind,0.000538350762439,0.053835076243927
11274,Weather Tracking and Alerts,mount,0.000538350762439,0.053835076243927
11965,Weather Tracking and Alerts,snowy,0.000538350762439,0.053835076243927
9943,Weather Tracking and Alerts,car,0.000524891993379,0.052489199337829
10339,Weather Tracking and Alerts,dog,0.000524891993379,0.052489199337829
10655,Weather Tracking and Alerts,girl,0.0005248919933789999,0.052489199337828
10649,Weather Tracking and Alerts,germany,0.000524891993378,0.052489199337829
10806,Weather Tracking and Alerts,hotel,0.000524891993378,0.052489199337828994
10844,Weather Tracking and Alerts,indiana,0.000524891993378,0.052489199337829
10996,Weather Tracking and Alerts,lamp,0.000511433224318,0.051143322431731
11527,Weather Tracking and Alerts,poem,0.000511433224318,0.051143322431731
11670,Weather Tracking and Alerts,record,0.000511433224318,0.051143322431730004
9585,Weather Tracking and Alerts,after,0.000511433224317,0.05114332243173
10423,Weather Tracking and Alerts,england,0.000511433224317,0.05114332243173
10532,Weather Tracking and Alerts,floyd,0.000511433224317,0.05114332243173
10718,Weather Tracking and Alerts,hailey,0.000511433224317,0.05114332243173
11235,Weather Tracking and Alerts,minnesota,0.000511433224317,0.05114332243173
11240,Weather Tracking and Alerts,missouri,0.000511433224317,0.05114332243173
11751,Weather Tracking and Alerts,roll,0.000511433224317,0.051143322431730004
12077,Weather Tracking and Alerts,summer,0.000511433224317,0.05114332243173
12429,Weather Tracking and Alerts,week,0.000511433224317,0.051143322431731
9812,Weather Tracking and Alerts,blue,0.0005114332243169451,0.051143322431731
11493,Weather Tracking and Alerts,pic,0.0005114332243169451,0.051143322431731
12512,Weather Tracking and Alerts,year,0.0005114332243168901,0.051143322431730004
10783,Weather Tracking and Alerts,hit,0.0005114332243168718,0.05114332243173
9929,Weather Tracking and Alerts,can,0.000497974455256,0.049797445525632
10587,Weather Tracking and Alerts,francisco,0.000497974455256,0.049797445525632
11174,Weather Tracking and Alerts,maui,0.000497974455256,0.049797445525632
11414,Weather Tracking and Alerts,out,0.000497974455256,0.049797445525632
10003,Weather Tracking and Alerts,change,0.000484515686196,0.048451568619533994
11012,Weather Tracking and Alerts,last,0.000484515686195,0.048451568619534
11340,Weather Tracking and Alerts,noaa,0.000484515686195,0.048451568619534
11391,Weather Tracking and Alerts,oklahoma,0.000484515686195,0.048451568619534
12183,Weather Tracking and Alerts,thunderbolt,0.0004845156861949267,0.048451568619534
9911,Weather Tracking and Alerts,cake,0.0004845156861949084,0.048451568619533994
10253,Weather Tracking and Alerts,date,0.00047105691713499997,0.047105691713436
10560,Weather Tracking and Alerts,food,0.00047105691713499997,0.047105691713435996
9712,Weather Tracking and Alerts,baby,0.0004710569171349267,0.047105691713435996
11072,Weather Tracking and Alerts,live,0.000471056917134,0.047105691713436
11484,Weather Tracking and Alerts,phoenix,0.000471056917134,0.047105691713436
12185,Weather Tracking and Alerts,thundercats,0.000471056917134,0.047105691713436
10732,Weather Tracking and Alerts,hand,0.000457598148074,0.045759814807338005
9599,Weather Tracking and Alerts,alabama,0.000457598148073,0.045759814807338
9622,Weather Tracking and Alerts,american,0.000457598148073,0.045759814807338
12116,Weather Tracking and Alerts,tahoe,0.000457598148073,0.045759814807338
12122,Weather Tracking and Alerts,tampa,0.000457598148073,0.045759814807338
12223,Weather Tracking and Alerts,tony,0.000457598148073,0.045759814807338
10155,Weather Tracking and Alerts,cone,0.0004575981480728901,0.045759814807338
11042,Weather Tracking and Alerts,leopard,0.000444139379013,0.04441393790124
11985,Weather Tracking and Alerts,sound,0.000444139379013,0.04441393790124
9615,Weather Tracking and Alerts,almanac,0.000444139379012,0.04441393790124
11481,Weather Tracking and Alerts,philadelphia,0.000444139379012,0.04441393790124
12058,Weather Tracking and Alerts,stormy,0.000444139379012,0.04441393790124
11584,Weather Tracking and Alerts,property,0.00043068060995200006,0.043068060995142
9829,Weather Tracking and Alerts,book,0.000430680609952,0.043068060995141
10024,Weather Tracking and Alerts,cheat,0.000430680609952,0.043068060995141
10658,Weather Tracking and Alerts,globe,0.000430680609952,0.043068060995142
11436,Weather Tracking and Alerts,panel,0.0004306806099519084,0.043068060995142
11690,Weather Tracking and Alerts,remedy,0.0004306806099518718,0.043068060995141
10751,Weather Tracking and Alerts,head,0.000430680609951,0.043068060995141
11631,Weather Tracking and Alerts,rainfall,0.000430680609951,0.043068060995141
11774,Weather Tracking and Alerts,sacramento,0.000430680609951,0.043068060995141
12370,Weather Tracking and Alerts,wa,0.000430680609951,0.043068060995141
12405,Weather Tracking and Alerts,weatherby,0.000430680609951,0.043068060995141
12477,Weather Tracking and Alerts,wisconsin,0.000430680609951,0.043068060995141
11696,Weather Tracking and Alerts,rental,0.000417221840891,0.041722184089043
12113,Weather Tracking and Alerts,tab,0.0004172218408908718,0.041722184089043
9908,Weather Tracking and Alerts,cafe,0.00041722184089,0.041722184089043
10049,Weather Tracking and Alerts,chocolate,0.00041722184089,0.041722184089043
10437,Weather Tracking and Alerts,europe,0.00041722184089,0.041722184089043
10552,Weather Tracking and Alerts,foggy,0.00041722184089,0.041722184089043
10585,Weather Tracking and Alerts,fox,0.00041722184089,0.041722184089043
10967,Weather Tracking and Alerts,king,0.00041722184089,0.041722184089043
11617,Weather Tracking and Alerts,rainbird,0.00041722184089,0.041722184089043
12169,Weather Tracking and Alerts,this,0.00041722184089,0.041722184089043
12259,Weather Tracking and Alerts,trenton,0.00041722184089,0.041722184089043
12520,Weather Tracking and Alerts,your,0.00041722184089,0.041722184089043
10972,Weather Tracking and Alerts,kit,0.00040376307183,0.040376307182946
11580,Weather Tracking and Alerts,project,0.00040376307183,0.040376307182946
12112,Weather Tracking and Alerts,system,0.00040376307183,0.040376307182946
9979,Weather Tracking and Alerts,cause,0.00040376307182999997,0.040376307182945
10814,Weather Tracking and Alerts,humidity,0.000403763071829,0.040376307182945
10856,Weather Tracking and Alerts,inn,0.000403763071829,0.040376307182945
10956,Weather Tracking and Alerts,kentucky,0.000403763071829,0.040376307182945
11125,Weather Tracking and Alerts,maine,0.000403763071829,0.040376307182945
11162,Weather Tracking and Alerts,mary,0.000403763071829,0.040376307182945
11946,Weather Tracking and Alerts,snowfall,0.000403763071829,0.040376307182945
12306,Weather Tracking and Alerts,usa,0.000403763071829,0.040376307182945
12309,Weather Tracking and Alerts,used,0.000403763071829,0.040376307182945
11003,Weather Tracking and Alerts,lane,0.000390304302768945,0.039030430276847
9697,Weather Tracking and Alerts,austin,0.000390304302768,0.039030430276847
10315,Weather Tracking and Alerts,diego,0.000390304302768,0.039030430276847
10690,Weather Tracking and Alerts,green,0.000390304302768,0.039030430276847
11259,Weather Tracking and Alerts,monthly,0.000390304302768,0.039030430276847
11673,Weather Tracking and Alerts,red,0.000390304302768,0.039030430276847
11818,Weather Tracking and Alerts,science,0.000390304302768,0.039030430276847
12008,Weather Tracking and Alerts,springfield,0.000390304302768,0.039030430276847
11511,Weather Tracking and Alerts,plant,0.000376845533708,0.037684553370749
12021,Weather Tracking and Alerts,station,0.0003768455337079267,0.037684553370749
9642,Weather Tracking and Alerts,annual,0.000376845533707,0.037684553370749
9787,Weather Tracking and Alerts,big,0.000376845533707,0.037684553370749
11304,Weather Tracking and Alerts,nashville,0.000376845533707,0.037684553370749
11435,Weather Tracking and Alerts,panama,0.000376845533707,0.037684553370749
12078,Weather Tracking and Alerts,summit,0.000376845533707,0.037684553370749
12266,Weather Tracking and Alerts,tropical,0.000376845533707,0.037684553370749
12321,Weather Tracking and Alerts,vallarta,0.000376845533707,0.037684553370749
12415,Weather Tracking and Alerts,weatherly,0.000376845533707,0.037684553370749
12474,Weather Tracking and Alerts,winter,0.000376845533707,0.037684553370749
9581,Weather Tracking and Alerts,affect,0.000363386764647,0.03633867646465
9693,Weather Tracking and Alerts,august,0.000363386764647,0.036338676464651
9861,Weather Tracking and Alerts,bridge,0.000363386764647,0.036338676464651
10017,Weather Tracking and Alerts,chart,0.000363386764647,0.036338676464651
10190,Weather Tracking and Alerts,costa,0.000363386764647,0.036338676464651
10291,Weather Tracking and Alerts,denver,0.000363386764647,0.036338676464651
10347,Weather Tracking and Alerts,doppler,0.000363386764647,0.036338676464651
10507,Weather Tracking and Alerts,fish,0.000363386764647,0.036338676464651
10936,Weather Tracking and Alerts,july,0.000363386764647,0.036338676464651
11570,Weather Tracking and Alerts,price,0.000363386764647,0.03633867646465
11862,Weather Tracking and Alerts,severe,0.000363386764647,0.036338676464651
11953,Weather Tracking and Alerts,snowmass,0.000363386764647,0.036338676464651
12165,Weather Tracking and Alerts,theweatherchannel,0.000363386764647,0.036338676464651
12319,Weather Tracking and Alerts,vacuum,0.000363386764647,0.03633867646465
10040,Weather Tracking and Alerts,child,0.0003633867646468718,0.03633867646465
12213,Weather Tracking and Alerts,today,0.0003633867646468718,0.03633867646465
9664,Weather Tracking and Alerts,arkansas,0.000349927995586,0.034992799558552
9669,Weather Tracking and Alerts,art,0.000349927995586,0.034992799558552
9724,Weather Tracking and Alerts,ball,0.000349927995586,0.034992799558553
9745,Weather Tracking and Alerts,baseball,0.000349927995586,0.034992799558552
9818,Weather Tracking and Alerts,boat,0.000349927995586,0.034992799558553
9938,Weather Tracking and Alerts,canyon,0.000349927995586,0.034992799558552
10561,Weather Tracking and Alerts,foot,0.000349927995586,0.034992799558552
10895,Weather Tracking and Alerts,jacksonville,0.000349927995586,0.034992799558552
11016,Weather Tracking and Alerts,lauderdale,0.000349927995586,0.034992799558552
11456,Weather Tracking and Alerts,pattern,0.000349927995586,0.034992799558553
11547,Weather Tracking and Alerts,portland,0.000349927995586,0.034992799558552
11888,Weather Tracking and Alerts,show,0.000349927995586,0.034992799558552
12041,Weather Tracking and Alerts,store,0.000349927995586,0.034992799558553
12485,Weather Tracking and Alerts,wood,0.000349927995586,0.034992799558552
10330,Weather Tracking and Alerts,disney,0.00034992799558592673,0.034992799558553
