,QUERY_ABOUT,LEMMATIZED_TOKEN,GROUP_SPECIFIC_TOKEN_PROBABILITY,GROUP_SPECIFIC_TOKEN_PERCENTAGE
566,UNKNOWN,realty,0.001118318049653,0.111831804965332
572,UNKNOWN,repairing,0.001118318049653,0.111831804965332
588,UNKNOWN,safely,0.001118318049653,0.111831804965332
599,UNKNOWN,season,0.001118318049653,0.111831804965332
602,UNKNOWN,security,0.001118318049653,0.111831804965332
605,UNKNOWN,september,0.001118318049653,0.111831804965332
611,UNKNOWN,shutter,0.001118318049653,0.111831804965332
613,UNKNOWN,sign,0.001118318049653,0.111831804965332
617,UNKNOWN,ski,0.001118318049653,0.111831804965332
619,UNKNOWN,snowden,0.001118318049653,0.111831804965332
627,UNKNOWN,stationery,0.001118318049653,0.111831804965332
628,UNKNOWN,status,0.001118318049653,0.111831804965332
637,UNKNOWN,supplement,0.001118318049653,0.111831804965332
657,UNKNOWN,toddler,0.001118318049653,0.111831804965332
665,UNKNOWN,under,0.001118318049653,0.111831804965332
668,UNKNOWN,unum,0.001118318049653,0.111831804965332
669,UNKNOWN,use,0.001118318049653,0.111831804965332
676,UNKNOWN,volunteering,0.001118318049653,0.111831804965332
683,UNKNOWN,weatherford,0.001118318049653,0.111831804965332
685,UNKNOWN,website,0.001118318049653,0.111831804965332
691,UNKNOWN,will,0.001118318049653,0.111831804965332
696,UNKNOWN,work,0.001118318049653,0.111831804965332
703,UNKNOWN,young,0.001118318049653,0.111831804965332
236,UNKNOWN,aaa,0.000894654439723,0.089465443972266
239,UNKNOWN,agency,0.000894654439723,0.089465443972266
244,UNKNOWN,america,0.000894654439723,0.089465443972266
247,UNKNOWN,aol,0.000894654439723,0.089465443972266
256,UNKNOWN,atmosphere,0.000894654439723,0.089465443972266
259,UNKNOWN,automotive,0.000894654439723,0.089465443972266
263,UNKNOWN,bank,0.000894654439723,0.089465443972266
265,UNKNOWN,barbie,0.000894654439723,0.089465443972266
266,UNKNOWN,barbies,0.000894654439723,0.089465443972266
275,UNKNOWN,biome,0.000894654439723,0.089465443972266
290,UNKNOWN,can,0.000894654439723,0.089465443972266
313,UNKNOWN,clear,0.000894654439723,0.089465443972266
320,UNKNOWN,coldplay,0.000894654439723,0.089465443972266
323,UNKNOWN,coldwellrealty,0.000894654439723,0.089465443972266
331,UNKNOWN,completion,0.000894654439723,0.089465443972266
334,UNKNOWN,corporate,0.000894654439723,0.089465443972266
337,UNKNOWN,country,0.000894654439723,0.089465443972266
342,UNKNOWN,crista,0.000894654439723,0.089465443972266
349,UNKNOWN,dept,0.000894654439723,0.089465443972266
351,UNKNOWN,dig,0.000894654439723,0.089465443972266
357,UNKNOWN,drug,0.000894654439723,0.089465443972266
359,UNKNOWN,during,0.000894654439723,0.089465443972266
364,UNKNOWN,enjoy,0.000894654439723,0.089465443972266
366,UNKNOWN,equipment,0.000894654439723,0.089465443972266
368,UNKNOWN,estate,0.000894654439723,0.089465443972266
379,UNKNOWN,flight,0.000894654439723,0.089465443972266
387,UNKNOWN,forney,0.000894654439723,0.089465443972266
388,UNKNOWN,fort,0.000894654439723,0.089465443972266
389,UNKNOWN,foundation,0.000894654439723,0.089465443972266
391,UNKNOWN,french,0.000894654439723,0.089465443972266
403,UNKNOWN,get,0.000894654439723,0.089465443972266
405,UNKNOWN,girl,0.000894654439723,0.089465443972266
419,UNKNOWN,hat,0.000894654439723,0.089465443972266
426,UNKNOWN,highway,0.000894654439723,0.089465443972266
440,UNKNOWN,institute,0.000894654439723,0.089465443972266
443,UNKNOWN,irs,0.000894654439723,0.089465443972266
445,UNKNOWN,italy,0.000894654439723,0.089465443972266
462,UNKNOWN,lifeinsurance,0.000894654439723,0.089465443972266
469,UNKNOWN,london,0.000894654439723,0.089465443972266
476,UNKNOWN,maine,0.000894654439723,0.089465443972266
477,UNKNOWN,malpractice,0.000894654439723,0.089465443972266
481,UNKNOWN,manufactured,0.000894654439723,0.089465443972266
485,UNKNOWN,matthew,0.000894654439723,0.089465443972266
488,UNKNOWN,mead,0.000894654439723,0.089465443972266
497,UNKNOWN,miranda,0.000894654439723,0.089465443972266
503,UNKNOWN,mortgage,0.000894654439723,0.089465443972266
506,UNKNOWN,museum,0.000894654439723,0.089465443972266
514,UNKNOWN,nomadic,0.000894654439723,0.089465443972266
519,UNKNOWN,ocean,0.000894654439723,0.089465443972266
522,UNKNOWN,orlando,0.000894654439723,0.089465443972266
547,UNKNOWN,privately,0.000894654439723,0.089465443972266
551,UNKNOWN,protective,0.000894654439723,0.089465443972266
552,UNKNOWN,provident,0.000894654439723,0.089465443972266
554,UNKNOWN,public,0.000894654439723,0.089465443972266
561,UNKNOWN,raintree,0.000894654439723,0.089465443972266
564,UNKNOWN,rate,0.000894654439723,0.089465443972266
565,UNKNOWN,real,0.000894654439723,0.089465443972266
575,UNKNOWN,rescue,0.000894654439723,0.089465443972266
580,UNKNOWN,robbery,0.000894654439723,0.089465443972266
581,UNKNOWN,rochester,0.000894654439723,0.089465443972266
584,UNKNOWN,rubber,0.000894654439723,0.089465443972266
589,UNKNOWN,safest,0.000894654439723,0.089465443972266
596,UNKNOWN,saving,0.000894654439723,0.089465443972266
601,UNKNOWN,seattle,0.000894654439723,0.089465443972266
608,UNKNOWN,shop,0.000894654439723,0.089465443972266
615,UNKNOWN,silicone,0.000894654439723,0.089465443972266
616,UNKNOWN,site,0.000894654439723,0.089465443972266
620,UNKNOWN,snowy,0.000894654439723,0.089465443972266
632,UNKNOWN,stop,0.000894654439723,0.089465443972266
635,UNKNOWN,street,0.000894654439723,0.089465443972266
644,UNKNOWN,term,0.000894654439723,0.089465443972266
653,UNKNOWN,tip,0.000894654439723,0.089465443972266
654,UNKNOWN,tire,0.000894654439723,0.089465443972266
655,UNKNOWN,title,0.000894654439723,0.089465443972266
662,UNKNOWN,treatment,0.000894654439723,0.089465443972266
663,UNKNOWN,trisail,0.000894654439723,0.089465443972266
664,UNKNOWN,truck,0.000894654439723,0.089465443972266
670,UNKNOWN,vacuum,0.000894654439723,0.089465443972266
673,UNKNOWN,venice,0.000894654439723,0.089465443972266
677,UNKNOWN,wallace,0.000894654439723,0.089465443972266
678,UNKNOWN,walton,0.000894654439723,0.089465443972266
679,UNKNOWN,war,0.000894654439723,0.089465443972266
684,UNKNOWN,web,0.000894654439723,0.089465443972266
686,UNKNOWN,wedding,0.000894654439723,0.089465443972266
705,UNKNOWN,youth,0.000894654439723,0.089465443972266
237,UNKNOWN,aetna,0.000670990829792,0.067099082979199
238,UNKNOWN,africa,0.000670990829792,0.067099082979199
242,UNKNOWN,allergy,0.000670990829792,0.067099082979199
249,UNKNOWN,arid,0.000670990829792,0.067099082979199
250,UNKNOWN,arizona,0.000670990829792,0.067099082979199
253,UNKNOWN,asheville,0.000670990829792,0.067099082979199
257,UNKNOWN,austin,0.000670990829792,0.067099082979199
260,UNKNOWN,average,0.000670990829792,0.067099082979199
267,UNKNOWN,baseball,0.000670990829792,0.067099082979199
270,UNKNOWN,behavioral,0.000670990829792,0.067099082979199
272,UNKNOWN,bernardino,0.000670990829792,0.067099082979199
274,UNKNOWN,better,0.000670990829792,0.067099082979199
276,UNKNOWN,blizzard,0.000670990829792,0.067099082979199
278,UNKNOWN,body,0.000670990829792,0.067099082979199
279,UNKNOWN,bond,0.000670990829792,0.067099082979199
281,UNKNOWN,brass,0.000670990829792,0.067099082979199
283,UNKNOWN,bromley,0.000670990829792,0.067099082979199
284,UNKNOWN,brooklyn,0.000670990829792,0.067099082979199
289,UNKNOWN,campbell,0.000670990829792,0.067099082979199
291,UNKNOWN,capital,0.000670990829792,0.067099082979199
293,UNKNOWN,care,0.000670990829792,0.067099082979199
294,UNKNOWN,carlo,0.000670990829792,0.067099082979199
297,UNKNOWN,cash,0.000670990829792,0.067099082979199
303,UNKNOWN,charlotte,0.000670990829792,0.067099082979199
305,UNKNOWN,cheese,0.000670990829792,0.067099082979199
306,UNKNOWN,chicago,0.000670990829792,0.067099082979199
309,UNKNOWN,chilton,0.000670990829792,0.067099082979199
310,UNKNOWN,christian,0.000670990829792,0.067099082979199
311,UNKNOWN,citizen,0.000670990829792,0.067099082979199
314,UNKNOWN,clerical,0.000670990829792,0.067099082979199
319,UNKNOWN,coldair,0.000670990829792,0.067099082979199
324,UNKNOWN,collision,0.000670990829792,0.067099082979199
325,UNKNOWN,colony,0.000670990829792,0.067099082979199
329,UNKNOWN,combined,0.000670990829792,0.067099082979199
333,UNKNOWN,cooking,0.000670990829792,0.067099082979199
335,UNKNOWN,costco,0.000670990829792,0.067099082979199
341,UNKNOWN,credit,0.000670990829792,0.067099082979199
343,UNKNOWN,custom,0.000670990829792,0.067099082979199
347,UNKNOWN,dental,0.000670990829792,0.067099082979199
350,UNKNOWN,did,0.000670990829792,0.067099082979199
355,UNKNOWN,donate,0.000670990829792,0.067099082979199
358,UNKNOWN,dryvit,0.000670990829792,0.067099082979199
360,UNKNOWN,east,0.000670990829792,0.067099082979199
361,UNKNOWN,effect,0.000670990829792,0.067099082979199
363,UNKNOWN,employment,0.000670990829792,0.067099082979199
365,UNKNOWN,episode,0.000670990829792,0.067099082979199
367,UNKNOWN,error,0.000670990829792,0.067099082979199
369,UNKNOWN,eureka,0.000670990829792,0.067099082979199
370,UNKNOWN,evening,0.000670990829792,0.067099082979199
372,UNKNOWN,family,0.000670990829792,0.067099082979199
373,UNKNOWN,farm,0.000670990829792,0.067099082979199
376,UNKNOWN,fire,0.000670990829792,0.067099082979199
377,UNKNOWN,fireman,0.000670990829792,0.067099082979199
382,UNKNOWN,fog,0.000670990829792,0.067099082979199
385,UNKNOWN,forever,0.000670990829792,0.067099082979199
386,UNKNOWN,forgot,0.000670990829792,0.067099082979199
397,UNKNOWN,fundraiser,0.000670990829792,0.067099082979199
398,UNKNOWN,fundraising,0.000670990829792,0.067099082979199
402,UNKNOWN,georgia,0.000670990829792,0.067099082979199
407,UNKNOWN,global,0.000670990829792,0.067099082979199
408,UNKNOWN,gorbachev,0.000670990829792,0.067099082979199
409,UNKNOWN,gov,0.000670990829792,0.067099082979199
412,UNKNOWN,guide,0.000670990829792,0.067099082979199
413,UNKNOWN,hail,0.000670990829792,0.067099082979199
415,UNKNOWN,hailos,0.000670990829792,0.067099082979199
416,UNKNOWN,handy,0.000670990829792,0.067099082979199
417,UNKNOWN,hardest,0.000670990829792,0.067099082979199
421,UNKNOWN,headache,0.000670990829792,0.067099082979199
423,UNKNOWN,healthy,0.000670990829792,0.067099082979199
425,UNKNOWN,hempstead,0.000670990829792,0.067099082979199
432,UNKNOWN,hot,0.000670990829792,0.067099082979199
436,UNKNOWN,inc,0.000670990829792,0.067099082979199
438,UNKNOWN,indiana,0.000670990829792,0.067099082979199
439,UNKNOWN,inpatient,0.000670990829792,0.067099082979199
442,UNKNOWN,iraq,0.000670990829792,0.067099082979199
446,UNKNOWN,jamestown,0.000670990829792,0.067099082979199
448,UNKNOWN,jesse,0.000670990829792,0.067099082979199
453,UNKNOWN,knife,0.000670990829792,0.067099082979199
454,UNKNOWN,knoxville,0.000670990829792,0.067099082979199
456,UNKNOWN,landscaping,0.000670990829792,0.067099082979199
459,UNKNOWN,layer,0.000670990829792,0.067099082979199
463,UNKNOWN,lion,0.000670990829792,0.067099082979199
466,UNKNOWN,little,0.000670990829792,0.067099082979199
474,UNKNOWN,machine,0.000670990829792,0.067099082979199
475,UNKNOWN,mail,0.000670990829792,0.067099082979199
479,UNKNOWN,manifold,0.000670990829792,0.067099082979199
486,UNKNOWN,may,0.000670990829792,0.067099082979199
487,UNKNOWN,mccartney,0.000670990829792,0.067099082979199
492,UNKNOWN,meteorology,0.000670990829792,0.067099082979199
493,UNKNOWN,mexico,0.000670990829792,0.067099082979199
496,UNKNOWN,mikhail,0.000670990829792,0.067099082979199
498,UNKNOWN,mississippi,0.000670990829792,0.067099082979199
501,UNKNOWN,money,0.000670990829792,0.067099082979199
502,UNKNOWN,monte,0.000670990829792,0.067099082979199
504,UNKNOWN,motorcycle,0.000670990829792,0.067099082979199
510,UNKNOWN,nevada,0.000670990829792,0.067099082979199
512,UNKNOWN,news,0.000670990829792,0.067099082979199
513,UNKNOWN,ninja,0.000670990829792,0.067099082979199
515,UNKNOWN,nooa,0.000670990829792,0.067099082979199
517,UNKNOWN,northwestern,0.000670990829792,0.067099082979199
518,UNKNOWN,number,0.000670990829792,0.067099082979199
521,UNKNOWN,oklahoma,0.000670990829792,0.067099082979199
523,UNKNOWN,paid,0.000670990829792,0.067099082979199
526,UNKNOWN,party,0.000670990829792,0.067099082979199
530,UNKNOWN,paypal,0.000670990829792,0.067099082979199
531,UNKNOWN,pentagon,0.000670990829792,0.067099082979199
532,UNKNOWN,pet,0.000670990829792,0.067099082979199
533,UNKNOWN,phentermine,0.000670990829792,0.067099082979199
534,UNKNOWN,philly,0.000670990829792,0.067099082979199
536,UNKNOWN,pic,0.000670990829792,0.067099082979199
538,UNKNOWN,pinellas,0.000670990829792,0.067099082979199
541,UNKNOWN,planet,0.000670990829792,0.067099082979199
548,UNKNOWN,processing,0.000670990829792,0.067099082979199
549,UNKNOWN,program,0.000670990829792,0.067099082979199
557,UNKNOWN,rabbit,0.000670990829792,0.067099082979199
558,UNKNOWN,radar,0.000670990829792,0.067099082979199
562,UNKNOWN,rainy,0.000670990829792,0.067099082979199
563,UNKNOWN,ranger,0.000670990829792,0.067099082979199
567,UNKNOWN,recognition,0.000670990829792,0.067099082979199
568,UNKNOWN,refrigerator,0.000670990829792,0.067099082979199
577,UNKNOWN,review,0.000670990829792,0.067099082979199
578,UNKNOWN,rhinoplasty,0.000670990829792,0.067099082979199
579,UNKNOWN,rifle,0.000670990829792,0.067099082979199
582,UNKNOWN,romania,0.000670990829792,0.067099082979199
583,UNKNOWN,rose,0.000670990829792,0.067099082979199
585,UNKNOWN,ruler,0.000670990829792,0.067099082979199
586,UNKNOWN,sacramento,0.000670990829792,0.067099082979199
590,UNKNOWN,safetrust,0.000670990829792,0.067099082979199
592,UNKNOWN,safetydrapes,0.000670990829792,0.067099082979199
594,UNKNOWN,sale,0.000670990829792,0.067099082979199
604,UNKNOWN,sensor,0.000670990829792,0.067099082979199
610,UNKNOWN,shortram,0.000670990829792,0.067099082979199
624,UNKNOWN,spooler,0.000670990829792,0.067099082979199
625,UNKNOWN,spring,0.000670990829792,0.067099082979199
629,UNKNOWN,steering,0.000670990829792,0.067099082979199
630,UNKNOWN,stlouis,0.000670990829792,0.067099082979199
633,UNKNOWN,stopping,0.000670990829792,0.067099082979199
638,UNKNOWN,surgery,0.000670990829792,0.067099082979199
640,UNKNOWN,take,0.000670990829792,0.067099082979199
650,UNKNOWN,thundercake,0.000670990829792,0.067099082979199
652,UNKNOWN,tiger,0.000670990829792,0.067099082979199
656,UNKNOWN,tmj,0.000670990829792,0.067099082979199
658,UNKNOWN,tomorrow,0.000670990829792,0.067099082979199
660,UNKNOWN,transfer,0.000670990829792,0.067099082979199
667,UNKNOWN,university,0.000670990829792,0.067099082979199
671,UNKNOWN,vallotton,0.000670990829792,0.067099082979199
687,UNKNOWN,west,0.000670990829792,0.067099082979199
688,UNKNOWN,wheres,0.000670990829792,0.067099082979199
689,UNKNOWN,white,0.000670990829792,0.067099082979199
694,UNKNOWN,woman,0.000670990829792,0.067099082979199
695,UNKNOWN,wood,0.000670990829792,0.067099082979199
697,UNKNOWN,working,0.000670990829792,0.067099082979199
699,UNKNOWN,worth,0.000670990829792,0.067099082979199
700,UNKNOWN,year,0.000670990829792,0.067099082979199
704,UNKNOWN,your,0.000670990829792,0.067099082979199
706,UNKNOWN,zone,0.000670990829792,0.067099082979199
234,Shelter and Immediate Protection,shelter,0.40601503759398505,40.6015037593985
224,Shelter and Immediate Protection,animal,0.24812030075188,24.812030075188
231,Shelter and Immediate Protection,north,0.052631578947368,5.26315789473684
235,Shelter and Immediate Protection,shore,0.052631578947368,5.26315789473684
226,Shelter and Immediate Protection,deaf,0.037593984962406,3.7593984962406
229,Shelter and Immediate Protection,homeless,0.037593984962406,3.7593984962406
230,Shelter and Immediate Protection,newark,0.037593984962406,3.7593984962406
225,Shelter and Immediate Protection,county,0.030075187969925,3.00751879699248
233,Shelter and Immediate Protection,rochester,0.030075187969925,3.00751879699248
227,Shelter and Immediate Protection,family,0.022556390977444,2.25563909774436
228,Shelter and Immediate Protection,hempstead,0.022556390977444,2.25563909774436
232,Shelter and Immediate Protection,pinellas,0.022556390977444,2.25563909774436
180,Relief and Support,fund,0.144927536231884,14.492753623188399
207,Relief and Support,refund,0.08695652173913,8.69565217391304
220,Relief and Support,volunteer,0.080745341614907,8.07453416149068
213,Relief and Support,tax,0.078674948240166,7.86749482401656
177,Relief and Support,federal,0.045548654244306,4.55486542443064
211,Relief and Support,state,0.033126293995859,3.31262939958592
182,Relief and Support,funding,0.031055900621118,3.1055900621118
208,Relief and Support,relief,0.028985507246377,2.89855072463768
196,Relief and Support,load,0.020703933747412,2.0703933747412
201,Relief and Support,mutual,0.018633540372671,1.86335403726708
181,Relief and Support,funded,0.01656314699793,1.65631469979296
191,Relief and Support,income,0.01656314699793,1.65631469979296
169,Relief and Support,charity,0.014492753623188,1.44927536231884
189,Relief and Support,hedge,0.012422360248447,1.24223602484472
190,Relief and Support,houston,0.012422360248447,1.24223602484472
194,Relief and Support,job,0.012422360248447,1.24223602484472
200,Relief and Support,municipal,0.012422360248447,1.24223602484472
203,Relief and Support,pain,0.012422360248447,1.24223602484472
214,Relief and Support,teen,0.012422360248447,1.24223602484472
215,Relief and Support,texas,0.012422360248447,1.24223602484472
162,Relief and Support,association,0.010351966873706,1.0351966873706
195,Relief and Support,lawyer,0.010351966873706,1.0351966873706
221,Relief and Support,volunteering,0.010351966873706,1.0351966873706
223,Relief and Support,young,0.010351966873706,1.0351966873706
167,Relief and Support,california,0.008281573498965,0.82815734989648
173,Relief and Support,corporate,0.008281573498965,0.82815734989648
174,Relief and Support,crista,0.008281573498965,0.82815734989648
179,Relief and Support,flight,0.008281573498965,0.82815734989648
185,Relief and Support,gateway,0.008281573498965,0.82815734989648
193,Relief and Support,irs,0.008281573498965,0.82815734989648
204,Relief and Support,privately,0.008281573498965,0.82815734989648
210,Relief and Support,space,0.008281573498965,0.82815734989648
218,Relief and Support,travel,0.008281573498965,0.82815734989648
163,Relief and Support,behavioral,0.006211180124224,0.62111801242236
164,Relief and Support,bernardino,0.006211180124224,0.62111801242236
165,Relief and Support,best,0.006211180124224,0.62111801242236
166,Relief and Support,bond,0.006211180124224,0.62111801242236
168,Relief and Support,capital,0.006211180124224,0.62111801242236
170,Relief and Support,charlotte,0.006211180124224,0.62111801242236
171,Relief and Support,christian,0.006211180124224,0.62111801242236
172,Relief and Support,clerical,0.006211180124224,0.62111801242236
175,Relief and Support,doe,0.006211180124224,0.62111801242236
176,Relief and Support,donate,0.006211180124224,0.62111801242236
178,Relief and Support,fireman,0.006211180124224,0.62111801242236
183,Relief and Support,fundraiser,0.006211180124224,0.62111801242236
184,Relief and Support,fundraising,0.006211180124224,0.62111801242236
186,Relief and Support,global,0.006211180124224,0.62111801242236
187,Relief and Support,gov,0.006211180124224,0.62111801242236
188,Relief and Support,health,0.006211180124224,0.62111801242236
192,Relief and Support,inpatient,0.006211180124224,0.62111801242236
197,Relief and Support,local,0.006211180124224,0.62111801242236
198,Relief and Support,long,0.006211180124224,0.62111801242236
199,Relief and Support,mail,0.006211180124224,0.62111801242236
202,Relief and Support,paid,0.006211180124224,0.62111801242236
205,Relief and Support,program,0.006211180124224,0.62111801242236
206,Relief and Support,recognition,0.006211180124224,0.62111801242236
209,Relief and Support,san,0.006211180124224,0.62111801242236
212,Relief and Support,take,0.006211180124224,0.62111801242236
216,Relief and Support,tmj,0.006211180124224,0.62111801242236
217,Relief and Support,tomorrow,0.006211180124224,0.62111801242236
219,Relief and Support,treatment,0.006211180124224,0.62111801242236
222,Relief and Support,wheres,0.006211180124224,0.62111801242236
142,Emergency Preparedness and Safety,safety,0.112,11.2
138,Emergency Preparedness and Safety,safe,0.11,11.0
98,Emergency Preparedness and Safety,alert,0.084,8.4
99,Emergency Preparedness and Safety,amber,0.08,8.0
112,Emergency Preparedness and Safety,emergency,0.078,7.8
159,Emergency Preparedness and Safety,warning,0.036,3.6
154,Emergency Preparedness and Safety,survival,0.034,3.4
147,Emergency Preparedness and Safety,sigalert,0.03,3.0
144,Emergency Preparedness and Safety,safeway,0.022,2.2
120,Emergency Preparedness and Safety,grocery,0.016,1.6
106,Emergency Preparedness and Safety,case,0.012,1.2
145,Emergency Preparedness and Safety,seat,0.012,1.2
108,Emergency Preparedness and Safety,council,0.01,1.0
125,Emergency Preparedness and Safety,kit,0.01,1.0
126,Emergency Preparedness and Safety,management,0.01,1.0
139,Emergency Preparedness and Safety,safely,0.01,1.0
148,Emergency Preparedness and Safety,sign,0.01,1.0
158,Emergency Preparedness and Safety,use,0.01,1.0
97,Emergency Preparedness and Safety,agency,0.008,0.8
105,Emergency Preparedness and Safety,car,0.008,0.8
110,Emergency Preparedness and Safety,dig,0.008,0.8
113,Emergency Preparedness and Safety,enjoy,0.008,0.8
114,Emergency Preparedness and Safety,equipment,0.008,0.8
118,Emergency Preparedness and Safety,french,0.008,0.8
123,Emergency Preparedness and Safety,hospital,0.008,0.8
127,Emergency Preparedness and Safety,miranda,0.008,0.8
134,Emergency Preparedness and Safety,plainfield,0.008,0.8
136,Emergency Preparedness and Safety,public,0.008,0.8
137,Emergency Preparedness and Safety,robbery,0.008,0.8
140,Emergency Preparedness and Safety,safest,0.008,0.8
150,Emergency Preparedness and Safety,space,0.008,0.8
151,Emergency Preparedness and Safety,state,0.008,0.8
152,Emergency Preparedness and Safety,stop,0.008,0.8
153,Emergency Preparedness and Safety,street,0.008,0.8
100,Emergency Preparedness and Safety,animal,0.006,0.6
101,Emergency Preparedness and Safety,aol,0.006,0.6
102,Emergency Preparedness and Safety,bank,0.006,0.6
103,Emergency Preparedness and Safety,boat,0.006,0.6
104,Emergency Preparedness and Safety,campbell,0.006,0.6
107,Emergency Preparedness and Safety,cash,0.006,0.6
109,Emergency Preparedness and Safety,course,0.006,0.6
111,Emergency Preparedness and Safety,drug,0.006,0.6
115,Emergency Preparedness and Safety,first,0.006,0.6
116,Emergency Preparedness and Safety,florida,0.006,0.6
117,Emergency Preparedness and Safety,forgot,0.006,0.6
119,Emergency Preparedness and Safety,girl,0.006,0.6
121,Emergency Preparedness and Safety,highway,0.006,0.6
122,Emergency Preparedness and Safety,home,0.006,0.6
124,Emergency Preparedness and Safety,inc,0.006,0.6
128,Emergency Preparedness and Safety,money,0.006,0.6
129,Emergency Preparedness and Safety,national,0.006,0.6
130,Emergency Preparedness and Safety,north,0.006,0.6
131,Emergency Preparedness and Safety,password,0.006,0.6
132,Emergency Preparedness and Safety,pet,0.006,0.6
133,Emergency Preparedness and Safety,phentermine,0.006,0.6
135,Emergency Preparedness and Safety,processing,0.006,0.6
141,Emergency Preparedness and Safety,safetrust,0.006,0.6
143,Emergency Preparedness and Safety,safetydrapes,0.006,0.6
146,Emergency Preparedness and Safety,security,0.006,0.6
149,Emergency Preparedness and Safety,site,0.006,0.6
155,Emergency Preparedness and Safety,texas,0.006,0.6
156,Emergency Preparedness and Safety,transfer,0.006,0.6
157,Emergency Preparedness and Safety,united,0.006,0.6
160,Emergency Preparedness and Safety,web,0.006,0.6
161,Emergency Preparedness and Safety,york,0.006,0.6
39,Damage Assessment and Recovery,insurance,0.268041237113403,26.804123711340253
68,Damage Assessment and Recovery,repair,0.115276476101219,11.52764761012187
35,Damage Assessment and Recovery,health,0.033739456419869,3.37394564198688
22,Damage Assessment and Recovery,department,0.031865042174321,3.18650421743205
42,Damage Assessment and Recovery,life,0.031865042174321,3.18650421743205
84,Damage Assessment and Recovery,texas,0.029053420805998,2.90534208059981
21,Damage Assessment and Recovery,damage,0.026241799437676,2.62417994376757
96,Damage Assessment and Recovery,york,0.019681349578257,1.96813495782568
50,Damage Assessment and Recovery,medical,0.018744142455483,1.87441424554827
4,Damage Assessment and Recovery,auto,0.01593252108716,1.59325210871603
60,Damage Assessment and Recovery,plan,0.01593252108716,1.59325210871603
37,Damage Assessment and Recovery,home,0.013120899718838001,1.312089971883786
79,Damage Assessment and Recovery,state,0.013120899718838,1.31208997188379
19,Damage Assessment and Recovery,company,0.012183692596064,1.21836925960637
11,Damage Assessment and Recovery,car,0.01124648547329,1.12464854732896
27,Damage Assessment and Recovery,florida,0.01124648547329,1.12464854732896
41,Damage Assessment and Recovery,liability,0.010309278350515,1.03092783505155
31,Damage Assessment and Recovery,general,0.008434864104967,0.84348641049672
66,Damage Assessment and Recovery,quote,0.007497656982193,0.749765698219306
75,Damage Assessment and Recovery,signal,0.007497656982193,0.749765698219306
81,Damage Assessment and Recovery,subwoofer,0.007497656982193,0.749765698219306
30,Damage Assessment and Recovery,free,0.006560449859419,0.656044985941893
53,Damage Assessment and Recovery,mobile,0.006560449859419,0.656044985941893
10,Damage Assessment and Recovery,business,0.005623242736645,0.56232427366448
17,Damage Assessment and Recovery,columbus,0.005623242736645,0.56232427366448
32,Damage Assessment and Recovery,ghi,0.005623242736645,0.56232427366448
40,Damage Assessment and Recovery,lawnmower,0.005623242736645,0.56232427366448
55,Damage Assessment and Recovery,mutual,0.005623242736645,0.56232427366448
56,Damage Assessment and Recovery,nerve,0.005623242736645,0.56232427366448
61,Damage Assessment and Recovery,plastic,0.005623242736645,0.56232427366448
47,Damage Assessment and Recovery,manual,0.005623242736644,0.56232427366448
3,Damage Assessment and Recovery,american,0.004686035613871,0.468603561387066
6,Damage Assessment and Recovery,award,0.004686035613871,0.468603561387066
8,Damage Assessment and Recovery,boat,0.004686035613871,0.468603561387066
12,Damage Assessment and Recovery,child,0.004686035613871,0.468603561387066
14,Damage Assessment and Recovery,clutch,0.004686035613871,0.468603561387066
16,Damage Assessment and Recovery,colorado,0.004686035613871,0.468603561387066
38,Damage Assessment and Recovery,homeowner,0.004686035613871,0.468603561387066
51,Damage Assessment and Recovery,medicare,0.004686035613871,0.468603561387066
58,Damage Assessment and Recovery,ohio,0.004686035613871,0.468603561387066
65,Damage Assessment and Recovery,punitive,0.004686035613871,0.468603561387066
69,Damage Assessment and Recovery,repairing,0.004686035613871,0.468603561387066
82,Damage Assessment and Recovery,supplement,0.004686035613871,0.468603561387066
91,Damage Assessment and Recovery,unum,0.004686035613871,0.468603561387066
0,Damage Assessment and Recovery,aaa,0.003748828491097,0.374882849109653
5,Damage Assessment and Recovery,automotive,0.003748828491097,0.374882849109653
7,Damage Assessment and Recovery,beach,0.003748828491097,0.374882849109653
23,Damage Assessment and Recovery,dept,0.003748828491097,0.374882849109653
29,Damage Assessment and Recovery,fort,0.003748828491097,0.374882849109653
34,Damage Assessment and Recovery,group,0.003748828491097,0.374882849109653
43,Damage Assessment and Recovery,lifeinsurance,0.003748828491097,0.374882849109653
44,Damage Assessment and Recovery,long,0.003748828491097,0.374882849109653
46,Damage Assessment and Recovery,malpractice,0.003748828491097,0.374882849109653
48,Damage Assessment and Recovery,manufactured,0.003748828491097,0.374882849109653
49,Damage Assessment and Recovery,matthew,0.003748828491097,0.374882849109653
52,Damage Assessment and Recovery,missouri,0.003748828491097,0.374882849109653
62,Damage Assessment and Recovery,property,0.003748828491097,0.374882849109653
63,Damage Assessment and Recovery,protective,0.003748828491097,0.374882849109653
64,Damage Assessment and Recovery,provident,0.003748828491097,0.374882849109653
67,Damage Assessment and Recovery,rate,0.003748828491097,0.374882849109653
70,Damage Assessment and Recovery,rubber,0.003748828491097,0.374882849109653
71,Damage Assessment and Recovery,saving,0.003748828491097,0.374882849109653
74,Damage Assessment and Recovery,shop,0.003748828491097,0.374882849109653
76,Damage Assessment and Recovery,silicone,0.003748828491097,0.374882849109653
